Haltestelle;Name;Kurzname;Haltestellenbereich;XKoordinate;YKoordinate;Betriebsbereich;Linien
56421;Ludwig-Quidde-Platz;LQP;564;7.05568;50.93155;BUS;157 179
56521;Rösrather Str.;RRS;565;7.05939;50.92927;BUS;157 179
56522;Rösrather Str.;RRS;565;7.06034;50.92824;BUS;157 179
56523;Rösrather Str.;RRS;565;7.06034;50.92824;BUS;187
56621;Auguste-Kowalski-Str.;AKS;566;7.02381;51.0055;BUS;155 157
56622;Auguste-Kowalski-Str.;AKS;566;7.02412;51.00536;BUS;155 156 157
56711;Stegerwaldsiedlung;STE;567;6.9934;50.94859;STRAB;3 4
56712;Stegerwaldsiedlung;STE;567;6.99295;50.94832;STRAB;3 4
56731;Stegerwaldsiedlung;STE;567;6.99354;50.94848;BUS;
56732;Stegerwaldsiedlung;STE;567;6.99266;50.94833;BUS;
56733;Stegerwaldsiedlung;STE;567;6.9949;50.9498;BUS;
56811;Grünstr.;GRU;568;7.00053;50.95589;STRAB;4
56812;Grünstr.;GRU;568;7.00021;50.95557;STRAB;4
56831;Grünstr.;GRU;568;7.0007;50.95593;BUS;
56832;Grünstr.;GRU;568;7.00009;50.95559;BUS;
56911;Buchforst Waldecker Str.;WDK;569;7.0048;50.95096;STRAB;3
56912;Buchforst Waldecker Str.;WDK;569;7.00562;50.95119;STRAB;3
56921;Buchforst Waldecker Str.;WDK;569;7.00509;50.95151;BUS;159 171
56922;Buchforst Waldecker Str.;WDK;569;7.00489;50.95133;BUS;159 171
57011;Mülheim Wiener Platz;WPL;570;7.00517;50.96152;STRAB;13 18
57012;Mülheim Wiener Platz;WPL;570;7.00463;50.96182;STRAB;13 18
57013;Mülheim Wiener Platz;WPL;570;7.00386;50.96144;STRAB;4
57014;Mülheim Wiener Platz;WPL;570;7.00436;50.9619;STRAB;4
57021;Mülheim Wiener Platz;WPL;570;7.00589;50.96133;BUS;151 152 153 159 171
57022;Mülheim Wiener Platz;WPL;570;7.00546;50.96175;BUS;151 152 153 159 171
57023;Mülheim Wiener Platz;WPL;570;7.00361;50.96117;BUS;150 155 156
57024;Mülheim Wiener Platz;WPL;570;7.00331;50.96109;BUS;150 155 156
57121;Montanusstr.;MON;571;7.01249;50.96286;BUS;159
57122;Montanusstr.;MON;571;7.01313;50.96306;BUS;159
57211;Bf Mülheim;BFM;572;7.01286;50.95693;STRAB;13 18
57212;Bf Mülheim;BFM;572;7.01206;50.95729;STRAB;13 18
57221;Bf Mülheim;BFM;572;7.01175;50.95717;BUS;150 151 152 153
57222;Bf Mülheim;BFM;572;7.01176;50.95704;BUS;150 151 152 153
57223;Bf Mülheim;BFM;572;7.01178;50.95768;BUS;150
57224;Bf Mülheim;BFM;572;7.01178;50.95768;BUS;150
57321;Graf-Adolf-Str.;GAS;573;7.00969;50.95824;BUS;159 171
57322;Graf-Adolf-Str.;GAS;573;7.00954;50.95831;BUS;159 171
57421;Kieler Str.;KIE;574;7.00439;50.95576;BUS;159 171
57422;Kieler Str.;KIE;574;7.00489;50.95614;BUS;159 171
57711;Buchheim Frankfurter Str.;BUC;577;7.01502;50.95339;STRAB;3
57712;Buchheim Frankfurter Str.;BUC;577;7.01421;50.95325;STRAB;3
57721;Buchheim Frankfurter Str.;BUC;577;7.01423;50.95299;BUS;151 152 153
57722;Buchheim Frankfurter Str.;BUC;577;7.01428;50.95253;BUS;151 152 153
57811;Buchheim Herler Str.;BHE;578;7.02535;50.95808;STRAB;13 18
57812;Buchheim Herler Str.;BHE;578;7.02459;50.9577;STRAB;3 13 18
57813;Buchheim Herler Str.;BHE;578;7.02541;50.95803;STRAB;3
57821;Buchheim Herler Str.;BHE;578;7.02554;50.9584;BUS;159 195
57822;Buchheim Herler Str.;BHE;578;7.02554;50.9584;BUS;159 195
57911;Wichheimer Str.;WIC;579;7.031;50.96127;STRAB;3 13 18
57912;Wichheimer Str.;WIC;579;7.03146;50.96173;STRAB;3 13 18
57931;Wichheimer Str.;WIC;579;7.03099;50.96149;BUS;
57932;Wichheimer Str.;WIC;579;7.03065;50.96152;BUS;
58021;Gronauer Str.;GRO;580;7.02633;50.96564;BUS;159
58022;Gronauer Str.;GRO;580;7.02575;50.96565;BUS;159
58121;Rheinbergstr.;RHB;581;7.01246;50.85055;BUS;117
58122;Rheinbergstr.;RHB;581;7.01315;50.85082;BUS;117
58221;Beuthener Str.;BEU;582;7.01838;50.94992;BUS;151 152 153
58222;Beuthener Str.;BEU;582;7.01794;50.94985;BUS;151 152 153
58311;Holweide Vischeringstr.;VRS;583;7.03916;50.96692;STRAB;3 18
58312;Holweide Vischeringstr.;VRS;583;7.03865;50.96672;STRAB;3 18
58313;Holweide Vischeringstr.;VRS;583;7.03817;50.96632;STRAB;13
58314;Holweide Vischeringstr.;VRS;583;7.03755;50.96601;STRAB;13
58321;Holweide Vischeringstr.;VRS;583;7.0394;50.96717;BUS;157
58322;Holweide Vischeringstr.;VRS;583;7.03992;50.96668;BUS;157
58331;Holweide Vischeringstr.;VRS;583;7.04124;50.96583;BUS;
58411;Maria-Himmelfahrt-Str.;MHS;584;7.04494;50.96787;STRAB;3 18
58412;Maria-Himmelfahrt-Str.;MHS;584;7.04418;50.96784;STRAB;3 18
58511;Neufelder Str.;NFS;585;7.05517;50.96945;STRAB;3 18
58512;Neufelder Str.;NFS;585;7.05593;50.96968;STRAB;3 18
58621;Holweide S-Bahn;HOW;586;7.04384;50.97655;BUS;157
58622;Holweide S-Bahn;HOW;586;7.04384;50.97655;BUS;157
58721;Grunerstr.;GRN;587;7.05034;50.97612;BUS;157
58821;Kühzällerweg;KZW;588;7.04796;50.97534;BUS;157
58822;Kühzällerweg;KZW;588;7.04878;50.97479;BUS;157
58921;Gerhart-Hauptmann-Str.;GHA;589;7.04978;50.97322;BUS;157
58922;Gerhart-Hauptmann-Str.;GHA;589;7.04913;50.9728;BUS;157
59021;Buschfeldstr.;BUF;590;7.04099;50.97177;BUS;157
59022;Buschfeldstr.;BUF;590;7.03928;50.97111;BUS;157
59032;Buschfeldstr.;BUF;590;7.04001;50.97169;BUS;
59121;Burgwiesenstr.;BUR;591;7.04353;50.96424;BUS;157
59122;Burgwiesenstr.;BUR;591;7.04322;50.96428;BUS;157
59221;Colonia-Allee;COL;592;7.04727;50.96326;BUS;157
59222;Colonia-Allee;COL;592;7.04714;50.96333;BUS;157
59321;Schlagbaumsweg;SBW;593;7.04523;50.9593;BUS;157
59322;Schlagbaumsweg;SBW;593;7.04523;50.95961;BUS;157
59411;Dellbrück Mauspfad;DMP;594;7.06457;50.97179;STRAB;3 18
59412;Dellbrück Mauspfad;DMP;594;7.06533;50.97201;STRAB;3 18
59511;Dellbrück Hauptstr.;DHS;595;7.07458;50.97461;STRAB;3 18
59512;Dellbrück Hauptstr.;DHS;595;7.07507;50.97499;STRAB;3 18
59521;Dellbrück Hauptstr.;DHS;595;7.07535;50.97449;BUS;154
59522;Dellbrück Hauptstr.;DHS;595;7.07458;50.97488;BUS;154
59611;Thielenbruch;THB;596;7.08598;50.97808;STRAB;18
59612;Thielenbruch;THB;596;7.08513;50.97797;STRAB;18
59613;Thielenbruch;THB;596;7.08598;50.97808;STRAB;3
59614;Thielenbruch;THB;596;7.08513;50.97797;STRAB;3
59721;Eggerbachstr.;EGG;597;7.05002;50.9546;BUS;157
59722;Eggerbachstr.;EGG;597;7.05016;50.95503;BUS;157
59821;Ostfriedhof;OSF;598;7.07287;50.96414;BUS;154
59822;Ostfriedhof;OSF;598;7.07277;50.96383;BUS;154
59921;Siedlung Mielenforst;SMI;599;7.06776;50.96679;BUS;154
59922;Siedlung Mielenforst;SMI;599;7.06845;50.96665;BUS;154
60021;Thurner Kamp;THK;600;7.0744;50.96866;BUS;154
60022;Thurner Kamp;THK;600;7.07431;50.96889;BUS;154
60121;Von-Quadt-Str.;VQS;601;7.07252;50.97681;BUS;154
60122;Von-Quadt-Str.;VQS;601;7.07242;50.97678;BUS;154
60221;Diepeschrather Str.;DIR;602;7.06791;50.98607;BUS;154
60222;Diepeschrather Str.;DIR;602;7.0674;50.98676;BUS;154
60223;Diepeschrather Str.;DIR;602;7.06791;50.98607;BUS;154
60321;Anemonenweg;ANE;603;7.06871;50.98174;BUS;154
60322;Anemonenweg;ANE;603;7.06856;50.98192;BUS;154
60421;Dellbrück S-Bahn;BFD;604;7.06909;50.98116;BUS;154
60521;Cottbuser Str.;NRR;605;7.02092;50.97915;BUS;155 156
60523;Cottbuser Str.;NRR;605;7.02121;50.97924;BUS;155
60611;Im Weidenbruch;IMW;606;7.02286;50.98078;STRAB;4
60612;Im Weidenbruch;IMW;606;7.02243;50.98048;STRAB;4
60621;Im Weidenbruch;IMW;606;7.02279;50.98057;BUS;156 189
60622;Im Weidenbruch;IMW;606;7.02291;50.98051;BUS;189
60711;Am Emberg;AEB;607;7.03032;50.98948;STRAB;4
60712;Am Emberg;AEB;607;7.03012;50.98925;STRAB;4
60723;Am Emberg;AEB;607;7.02968;50.98912;BUS;156
60811;Leuchterstr.;LEU;608;7.0374;50.99607;STRAB;4
60812;Leuchterstr.;LEU;608;7.03777;50.99667;STRAB;4
60821;Leuchterstr.;LEU;608;7.03864;50.99577;BUS;154 155 157
60822;Leuchterstr.;LEU;608;7.03812;50.99601;BUS;154 155 157
60824;Leuchterstr.;LEU;608;7.03842;50.99653;BUS;154
60825;Leuchterstr.;LEU;608;7.03657;50.9962;BUS;156
60911;Odenthaler Str.;ODS;609;7.04191;51.00096;STRAB;4
60912;Odenthaler Str.;ODS;609;7.04265;51.00147;STRAB;4
61021;Honschaftsstr.;HON;610;7.0315;50.98093;BUS;155 189
61022;Honschaftsstr.;HON;610;7.03195;50.98109;BUS;155 189
61121;Am Springborn;ASB;611;7.03248;50.97763;BUS;155
61122;Am Springborn;ASB;611;7.03258;50.97762;BUS;155
61221;Jasminweg;JAS;612;7.03977;50.97864;BUS;155
61222;Jasminweg;JAS;612;7.03986;50.97863;BUS;155
61321;Sigwinstr.;SIG;613;7.04443;50.98171;BUS;155 157
61322;Sigwinstr.;SIG;613;7.04434;50.98249;BUS;155 157
61421;Birkenweg;BRW;614;7.04143;50.98509;BUS;155 157
61422;Birkenweg;BRW;614;7.04127;50.98493;BUS;155 157
61423;Birkenweg;BRW;614;7.04153;50.98429;BUS;155
61424;Birkenweg;BRW;614;7.04153;50.98429;BUS;155
61521;Höhscheider Weg;HSW;615;7.04218;50.98834;BUS;155 157
61522;Höhscheider Weg;HSW;615;7.04187;50.98762;BUS;155 157
61621;Lippeweg;LIP;616;7.04315;50.99152;BUS;155 157
61622;Lippeweg;LIP;616;7.04311;50.99174;BUS;155 157
61721;Klosterhof;KLO;617;7.03315;50.99981;BUS;155 157
61722;Klosterhof;KLO;617;7.03247;50.9998;BUS;155 156 157
61821;Hildegundweg;HIG;618;7.02944;51.00031;BUS;155 157
61822;Hildegundweg;HIG;618;7.02943;51.00123;BUS;155 156 157
61921;Am Portzenacker;APZ;619;7.02988;51.00441;BUS;155 157
61922;Am Portzenacker;APZ;619;7.02978;51.00408;BUS;155 156 157
62021;Leimbachweg;LBW;620;7.02798;51.0067;BUS;155 157
62022;Leimbachweg;LBW;620;7.02788;51.00667;BUS;155 156 157
62121;Paul-Reifenberg-Str.;PRS;621;6.9245;51.0132;BUS;122
62122;Paul-Reifenberg-Str.;PRS;621;6.92384;51.01362;BUS;122
62221;Kalkweg;KAL;622;7.05549;50.99028;BUS;154
62222;Kalkweg;KAL;622;7.05552;50.99015;BUS;154
62321;Wildpark;WIP;623;7.04802;50.99278;BUS;154
62322;Wildpark;WIP;623;7.0483;50.99267;BUS;154
62421;Auf der Aue;AWK;624;7.04514;50.99708;BUS;154
62422;Auf der Aue;AWK;624;7.04497;50.9971;BUS;154
62521;Steinstr. S-Bahn;SSB;625;7.05777;50.89753;BUS;152
62522;Steinstr. S-Bahn;SSB;625;7.05713;50.89758;BUS;152
62523;Steinstr. S-Bahn;SSB;625;7.05806;50.89561;BUS;154
62524;Steinstr. S-Bahn;SSB;625;7.05793;50.89537;BUS;154 165
62621;Mutzbach;MUZ;626;7.0383;50.99938;BUS;155 157
62622;Mutzbach;MUZ;626;7.03433;50.99881;BUS;155 156 157
62721;Am Weißen Mönch;AWM;627;7.02582;50.998;BUS;155
62722;Am Weißen Mönch;AWM;627;7.02604;50.99795;BUS;155 156
62811;Bornheim Rathaus;BHR;628;7.00195;50.75729;STRAB;18
62812;Bornheim Rathaus;BHR;628;7.00248;50.75703;STRAB;18
62831;Bornheim Rathaus;BHR;628;7.00453;50.75787;BUS;
62832;Bornheim Rathaus;BHR;628;7.00448;50.75784;BUS;
62921;Goldregenweg;GOL;629;7.04908;50.97934;BUS;157
62922;Goldregenweg;GOL;629;7.04904;50.97927;BUS;157
63021;Aeltgen-Dünwald-Str.;ADW;630;7.02465;51.00353;BUS;155 157
63022;Aeltgen-Dünwald-Str.;ADW;630;7.02511;51.00356;BUS;155 156 157
63111;Keupstr.;KEU;631;7.00687;50.96629;STRAB;4
63112;Keupstr.;KEU;631;7.00661;50.96592;STRAB;4
63121;Keupstr.;KEU;631;7.00659;50.96655;BUS;150 151 152 153 155 156
63122;Keupstr.;KEU;631;7.00621;50.96652;BUS;150 151 152 153 155 156
63211;Von-Sparr-Str.;VSS;632;7.01154;50.97058;STRAB;4
63212;Von-Sparr-Str.;VSS;632;7.01125;50.97026;STRAB;4
63231;Von-Sparr-Str.;VSS;632;7.0122;50.97086;BUS;
63232;Von-Sparr-Str.;VSS;632;7.01115;50.97052;BUS;
63234;Von-Sparr-Str.;VSS;632;7.0122;50.97077;BUS;
63311;Mülheim Berliner Str.;MBA;633;7.01481;50.97496;STRAB;4
63312;Mülheim Berliner Str.;MBA;633;7.01481;50.97455;STRAB;4
63321;Mülheim Berliner Str.;MBA;633;7.01425;50.97497;BUS;151 152 155
63322;Mülheim Berliner Str.;MBA;633;7.01437;50.97516;BUS;151 152 155 156
63323;Mülheim Berliner Str.;MBA;633;7.0146;50.97482;BUS;155
63324;Mülheim Berliner Str.;MBA;633;7.0146;50.97482;BUS;155
63331;Mülheim Berliner Str.;MBA;633;7.01252;50.97376;BUS;
63332;Mülheim Berliner Str.;MBA;633;7.01256;50.9737;BUS;
63421;Dünnwalder Str.;DWS;634;7.00686;50.96883;BUS;151 152 153 156
63422;Dünnwalder Str.;DWS;634;7.00654;50.96878;BUS;151 152 153
63521;Von-Lohe-Str.;VLS;635;7.00626;50.97346;BUS;153 156
63522;Von-Lohe-Str.;VLS;635;7.00603;50.97325;BUS;153
63621;Am Faulbach;AFB;636;7.00298;50.9794;BUS;153 156
63622;Am Faulbach;AFB;636;7.0029;50.97877;BUS;153
63721;Neuer Mülheimer Friedhof;NMF;637;7.00434;50.98498;BUS;151 152
63722;Neuer Mülheimer Friedhof;NMF;637;7.00437;50.98477;BUS;151 152 153
63723;Neuer Mülheimer Friedhof;NMF;637;7.00433;50.98511;BUS;153 156
63724;Neuer Mülheimer Friedhof;NMF;637;7.00433;50.98511;BUS;153
63821;Bruder-Klaus-Siedlung;BKS;638;7.00831;50.98177;BUS;151 152
63822;Bruder-Klaus-Siedlung;BKS;638;7.00841;50.98162;BUS;151 152
63921;Von-Galen-Str.;VGS;639;7.0128;50.97905;BUS;151 152
63922;Von-Galen-Str.;VGS;639;7.01348;50.97874;BUS;151 152
64021;Moses-Hess-Str.;MOS;640;6.99976;50.98669;BUS;153 155 156
64022;Moses-Hess-Str.;MOS;640;6.99943;50.98538;BUS;153
64121;Stammheimer Ring;SHR;641;6.99743;50.9891;BUS;151 152 155 156
64122;Stammheimer Ring;SHR;641;6.99727;50.98898;BUS;151 152
64123;Stammheimer Ring;SHR;641;6.99934;50.98872;BUS;153
64221;Bonhoefferstr.;BHS;642;6.99222;50.98599;BUS;155
64222;Bonhoefferstr.;BHS;642;6.99222;50.98599;BUS;155
64321;Am Alten Güterbahnhof;AAG;643;6.90396;50.95152;BUS;139
64322;Am Alten Güterbahnhof;AAG;643;6.90383;50.95164;BUS;139
64323;Am Alten Güterbahnhof;AAG;643;6.90396;50.95152;BUS;139
64421;Friedhof Stammheim;FHS;644;6.99101;50.9882;BUS;151 152 156
64422;Friedhof Stammheim;FHS;644;6.99214;50.98776;BUS;151 152
64521;Egonstr.;EGO;645;6.98632;50.99075;BUS;151 152 156
64522;Egonstr.;EGO;645;6.98607;50.99086;BUS;151 152
64621;Barbarastr.;BAR;646;6.97873;50.96939;BUS;140
64622;Barbarastr.;BAR;646;6.97854;50.96902;BUS;140
64721;Hermann-Ost-Str.;FLS;647;6.99509;50.99862;BUS;151 152 156
64722;Hermann-Ost-Str.;FLS;647;6.9945;50.99877;BUS;151 152
64821;Chempark Tor 11;FLF;648;6.99425;51.00816;BUS;151 152
64822;Chempark Tor 11;FLF;648;6.99414;51.00717;BUS;151 152
64921;Am Feldrain;AFR;649;6.98145;50.99726;BUS;151 152 156
64922;Am Feldrain;AFR;649;6.98109;50.99783;BUS;151 152
65021;Flittard;FLI;650;6.98032;51.00084;BUS;151 152 156
65022;Flittard;FLI;650;6.98017;51.00088;BUS;151 152
65121;Welserstr.;WSE;651;7.0585;50.91373;BUS;151
65122;Welserstr.;WSE;651;7.05873;50.91373;BUS;151
65221;Nibelungenstr.;NBL;652;7.10472;50.85345;BUS;160
65222;Nibelungenstr.;NBL;652;7.10902;50.85388;BUS;160 162
65223;Nibelungenstr.;NBL;652;7.10897;50.8533;BUS;162 167
65321;Ebertplatz/Riehler Str.;EBR;653;6.95925;50.95069;BUS;140 184
65421;Wiedstr.;WIE;654;7.00876;50.9261;BUS;153
65422;Wiedstr.;WIE;654;7.00786;50.92724;BUS;153
65511;Im Hoppenkamp;IHK;655;7.15658;50.9632;STRAB;1
65512;Im Hoppenkamp;IHK;655;7.1561;50.96282;STRAB;1
65621;Sportplatzstr.;SPS;656;7.10221;50.85977;BUS;167
65721;Frankfurter Str. S-Bahn;FKS;657;7.05261;50.91607;BUS;151 152
65722;Frankfurter Str. S-Bahn;FKS;657;7.05263;50.91583;BUS;151 152
65821;Marienplatz;MRP;658;7.08022;50.88568;BUS;162
65822;Marienplatz;MRP;658;7.08022;50.88486;BUS;162
65921;Vitalisstr. Nord;VTN;659;6.89416;50.95101;BUS;140
65922;Vitalisstr. Nord;VTN;659;6.89435;50.95102;BUS;140
66121;Gunther-Plüschow-Str.;GPS;661;6.88467;50.97995;BUS;139
66122;Gunther-Plüschow-Str.;GPS;661;6.88455;50.98017;BUS;139
66221;Eddaweg;EDA;662;7.03519;50.9766;BUS;155
66222;Eddaweg;EDA;662;7.03488;50.97657;BUS;155
66311;Schlebusch;SLB;663;7.04455;51.01877;STRAB;4
66312;Schlebusch;SLB;663;7.04451;51.01829;STRAB;4
66331;Schlebusch;SLB;663;7.04494;51.01897;BUS;
66332;Schlebusch;SLB;663;7.04494;51.01897;BUS;
66333;Schlebusch;SLB;663;7.04454;51.01957;BUS;
66334;Schlebusch;SLB;663;7.04438;51.01943;BUS;
66421;Sürth Rodderweg;SRW;664;7.00015;50.8681;BUS;130 197
66422;Sürth Rodderweg;SRW;664;7.00015;50.8681;BUS;130
66511;Bensberg;BSB;665;7.16196;50.96347;STRAB;1
66512;Bensberg;BSB;665;7.1616;50.96376;STRAB;1
66611;Kölner Str.;KNS;666;7.14931;50.96267;STRAB;1
66612;Kölner Str.;KNS;666;7.14899;50.96302;STRAB;1
66711;Neuenweg;NEW;667;7.14249;50.96325;STRAB;1
66712;Neuenweg;NEW;667;7.14277;50.9635;STRAB;1
66811;Lustheide;LUS;668;7.1052;50.95197;STRAB;1
66812;Lustheide;LUS;668;7.1045;50.95191;STRAB;1
66911;Refrath;RFR;669;7.11665;50.95397;STRAB;1
66912;Refrath;RFR;669;7.11578;50.95402;STRAB;1
67011;Kippekausen;KIP;670;7.12959;50.95663;STRAB;1
67012;Kippekausen;KIP;670;7.12997;50.95682;STRAB;1
67111;Frankenforst;FKF;671;7.13673;50.96076;STRAB;1
67112;Frankenforst;FKF;671;7.13696;50.96095;STRAB;1
67211;Roisdorf West;ROI;672;7.00797;50.75391;STRAB;18
67212;Roisdorf West;ROI;672;7.00836;50.75349;STRAB;18
67231;Roisdorf West;ROI;672;7.00795;50.75627;BUS;
67232;Roisdorf West;ROI;672;7.00837;50.7558;BUS;
67311;Bornheim;BOR;673;6.98935;50.76131;STRAB;18
67312;Bornheim;BOR;673;6.98984;50.76123;STRAB;18
67335;Bornheim;BOR;673;6.99103;50.76231;BUS;
67411;Dersdorf;DER;674;6.96913;50.76478;STRAB;18
67412;Dersdorf;DER;674;6.96989;50.76469;STRAB;18
67433;Dersdorf;DER;674;6.96684;50.76282;BUS;
67434;Dersdorf;DER;674;6.96681;50.76274;BUS;
67511;Waldorf;WAB;675;6.95082;50.76826;STRAB;18
67512;Waldorf;WAB;675;6.95128;50.76802;STRAB;18
67516;Waldorf;WAB;675;6.95068;50.76822;STRAB;
67531;Waldorf;WAB;675;6.95138;50.76782;BUS;
67532;Waldorf;WAB;675;6.95136;50.76783;BUS;
67535;Waldorf;WAB;675;6.95134;50.76809;STRAB;
67611;Merten;MEB;676;6.93321;50.7799;STRAB;18
67612;Merten;MEB;676;6.93344;50.77957;STRAB;18
67631;Merten;MEB;676;6.92797;50.77894;BUS;
67632;Merten;MEB;676;6.92782;50.77899;BUS;
67711;Walberberg;WBB;677;6.92076;50.79443;STRAB;18
67712;Walberberg;WBB;677;6.92113;50.794;STRAB;18
67811;Hersel;HRS;678;7.04268;50.7702;STRAB;16
67812;Hersel;HRS;678;7.043;50.76983;STRAB;16
67813;Hersel;HRS;678;7.04317;50.76974;STRAB;
67814;Hersel;HRS;678;7.04253;50.77026;STRAB;
67831;Hersel;HRS;678;7.04255;50.77;BUS;
67832;Hersel;HRS;678;7.04255;50.77001;BUS;
67911;Uedorf;UED;679;7.03105;50.7823;STRAB;16
67912;Uedorf;UED;679;7.03132;50.78201;STRAB;16
67931;Uedorf;UED;679;7.03119;50.78233;BUS;
67932;Uedorf;UED;679;7.03127;50.78236;BUS;
68011;Widdig;WDG;680;7.02194;50.79191;STRAB;16
68012;Widdig;WDG;680;7.02339;50.79038;STRAB;16
68031;Widdig;WDG;680;7.02323;50.79117;BUS;
68032;Widdig;WDG;680;7.02332;50.79119;BUS;
68111;Alfter / Alanus Hochschule;ALF;681;7.01669;50.7439;STRAB;18
68112;Alfter / Alanus Hochschule;ALF;681;7.01708;50.74356;STRAB;18
68181;Alfter / Alanus Hochschule;ALF;681;7.01783;50.74351;BUS;
68182;Alfter / Alanus Hochschule;ALF;681;7.01783;50.74351;BUS;
68221;Friedhof Lehmbacher Weg;LBF;682;7.07899;50.93256;BUS;187
68222;Friedhof Lehmbacher Weg;LBF;682;7.07899;50.93256;BUS;187
69004;Olof-Palme-Allee;OLPA;690;7.132506;50.705547;STRAB;
70211;Weiden West;WEW;702;6.81605;50.94016;STRAB;1
70212;Weiden West;WEW;702;6.81571;50.94064;STRAB;1
70321;Porz-Langel Süd;LAS;703;7.00699;50.84122;BUS;117
70322;Porz-Langel Süd;LAS;703;7.00697;50.84154;BUS;117
70424;Sinnersdorf Kirche;SIN;704;6.81816;51.02348;BUS;125
70425;Sinnersdorf Kirche;SIN;704;6.81816;51.02348;BUS;125
70521;Am Zehnthof;AZH;705;6.8212;51.02561;BUS;125
70621;Kesselsgasse;KES;706;6.82185;51.02247;BUS;125
70622;Kesselsgasse;KES;706;6.82257;51.02224;BUS;125
70811;Frechen-Benzelrath;BZT;708;6.79765;50.90436;STRAB;7
70812;Frechen-Benzelrath;BZT;708;6.79706;50.90402;STRAB;7
70911;Mühlengasse;MHG;709;6.80176;50.90815;STRAB;7
70912;Mühlengasse;MHG;709;6.80196;50.90825;STRAB;7
71011;Frechen Rathaus;FRR;710;6.80631;50.90945;STRAB;7
71012;Frechen Rathaus;FRR;710;6.80551;50.90936;STRAB;7
71111;Frechen Kirche;FRK;711;6.81615;50.9101;STRAB;7
71112;Frechen Kirche;FRK;711;6.81549;50.91006;STRAB;7
71211;Frechen Bf;FRB;712;6.82243;50.91147;STRAB;7
71212;Frechen Bf;FRB;712;6.82302;50.91156;STRAB;7
71216;Frechen Bf;FRB;712;6.82367;50.91158;STRAB;
71311;Haus Vorst;HVO;713;6.84892;50.91574;STRAB;7
71312;Haus Vorst;HVO;713;6.84828;50.9157;STRAB;7
71921;Schokoladenmuseum;SCH;719;6.96318;50.93272;BUS;133
71922;Schokoladenmuseum;SCH;719;6.96287;50.93267;BUS;133
73011;Efferen;EFR;730;6.90426;50.89464;STRAB;18
73012;Efferen;EFR;730;6.90385;50.89431;STRAB;18
73034;Efferen;EFR;730;6.90459;50.89391;BUS;
73035;Efferen;EFR;730;6.90426;50.89464;BUS;
73111;Fischenich;FIB;731;6.89758;50.86495;STRAB;18
73112;Fischenich;FIB;731;6.8977;50.86454;STRAB;18
73135;Fischenich;FIB;731;6.89755;50.86409;BUS;
73136;Fischenich;FIB;731;6.89735;50.86411;BUS;
73211;Kiebitzweg;KIB;732;6.89772;50.88861;STRAB;18
73212;Kiebitzweg;KIB;732;6.89662;50.88746;STRAB;18
73231;Kiebitzweg;KIB;732;6.89773;50.88831;BUS;
73311;Hürth-Hermülheim;HHB;733;6.89473;50.88054;STRAB;18
73312;Hürth-Hermülheim;HHB;733;6.89454;50.88016;STRAB;18
73331;Hürth-Hermülheim;HHB;733;6.89411;50.88098;BUS;
73332;Hürth-Hermülheim;HHB;733;6.8951;50.88113;BUS;
73411;Brühl Nord;BNO;734;6.9018;50.83511;STRAB;18
73412;Brühl Nord;BNO;734;6.9012;50.83348;STRAB;18
73511;Brühl Mitte;BRM;735;6.89918;50.82939;STRAB;18
73512;Brühl Mitte;BRM;735;6.89897;50.82883;STRAB;18
73513;Brühl Mitte;BRM;735;6.89904;50.82892;STRAB;18
73514;Brühl Mitte;BRM;735;6.89909;50.8293;STRAB;18
73515;Brühl Mitte;BRM;735;6.89883;50.82882;STRAB;18
73516;Brühl Mitte;BRM;735;6.89893;50.82931;STRAB;18
73611;Brühl Süd;BRS;736;6.89843;50.82251;STRAB;18
73612;Brühl Süd;BRS;736;6.89839;50.82201;STRAB;18
73711;Badorf;BDO;737;6.9002;50.81373;STRAB;18
73712;Badorf;BDO;737;6.90044;50.81287;STRAB;18
73811;Brühl Vochem;VOC;738;6.9012;50.84428;STRAB;18
73812;Brühl Vochem;VOC;738;6.90093;50.8439;STRAB;18
73911;Schwadorf;SWA;739;6.91366;50.80135;STRAB;18
73912;Schwadorf;SWA;739;6.91428;50.80081;STRAB;18
73913;Schwadorf;SWA;739;6.91435;50.80088;STRAB;18
73914;Schwadorf;SWA;739;6.91358;50.8013;STRAB;18
73933;Schwadorf;SWA;739;6.91378;50.8009;BUS;
73936;Schwadorf;SWA;739;6.91377;50.80091;BUS;
74011;Wesseling Süd;WSU;740;6.99931;50.81224;STRAB;16
74012;Wesseling Süd;WSU;740;6.99953;50.812;STRAB;16
74031;Wesseling Süd;WSU;740;6.9996;50.81212;BUS;
74032;Wesseling Süd;WSU;740;6.99968;50.81214;BUS;
74111;Wesseling;WES;741;6.97927;50.82303;STRAB;16
74112;Wesseling;WES;741;6.97986;50.82267;STRAB;16
74113;Wesseling;WES;741;6.97935;50.82305;STRAB;16
74117;Wesseling;WES;741;6.97997;50.82277;STRAB;16
74135;Wesseling;WES;741;6.97991;50.8231;BUS;
74136;Wesseling;WES;741;6.98007;50.82328;BUS;
74211;Wesseling Nord;WEN;742;6.97092;50.83206;STRAB;16
74212;Wesseling Nord;WEN;742;6.97105;50.83082;STRAB;16
74311;Urfeld;URF;743;7.01069;50.80366;STRAB;16
74312;Urfeld;URF;743;7.01072;50.80357;STRAB;16
74331;Urfeld;URF;743;7.01051;50.80416;BUS;
